start,wait,tutor_time,wall_time
17/10/2017 11:05,403,3122,3123
17/10/2017 11:37,912,2236,18196
17/10/2017 12:53,763,440,441
17/10/2017 13:02,1893,702,702
17/10/2017 13:03,2346,27,11187
17/10/2017 11:53,676602,293,4155
17/10/2017 11:53,415,293,4155
17/10/2017 11:56,434,809,4157
17/10/2017 13:04,1761,1136,1137
17/10/2017 13:04,270,1136,1137
17/10/2017 12:03,190,3000,3001
17/10/2017 12:13,205,68,3203
17/10/2017 12:13,698,76,2841
17/10/2017 12:13,3382,76,2841
17/10/2017 12:13,417528,76,2841
17/10/2017 14:06,306,6550,6550
17/10/2017 14:06,298,6550,6550
17/10/2017 14:06,317,6550,6550
17/10/2017 14:10,359424,916,1027
17/10/2017 14:10,175,916,1027
17/10/2017 13:08,1365,460,462
17/10/2017 13:12,952,1733,1733
17/10/2017 13:43,2085,426,2308
17/10/2017 13:14,1025,1830,1830
17/10/2017 13:45,2008,873,8666
17/10/2017 13:17,709,302,332
17/10/2017 13:48,2020,1735,1735
17/10/2017 14:17,160,1207,6755
17/10/2017 13:50,1745,259,1857
17/10/2017 13:52,1043917,105,105
17/10/2017 13:52,2222,105,105
17/10/2017 13:54,1679,1124,19572
17/10/2017 14:02,988,1025,1026
17/10/2017 14:51,887,1159,1159
17/10/2017 14:28,324,1687,1687
17/10/2017 14:37,688,790,791
17/10/2017 15:08,55,718,6349
17/10/2017 15:31,1860,84,85
17/10/2017 15:17,537,2124,2125
26/09/2016 16:48,2189,1210,1210
26/09/2016 15:37,752,5,6
26/09/2016 10:27,1112,228,229
26/09/2016 09:58,333,4068,8126
26/09/2016 10:01,389,1328,1329
26/09/2016 10:32,1356,4200,10806
26/09/2016 10:50,221,1918,1918
26/09/2016 10:33,87,4864,4864
26/09/2016 10:33,72,4864,4864
26/09/2016 12:01,21,724,724
26/09/2016 11:23,836,1354,1355
26/09/2016 11:05,894,437,438
26/09/2016 11:13,872,295,295
26/09/2016 11:44,1683,1437,7299
26/09/2016 11:18,824,1297,3272
26/09/2016 11:18,809,1297,3272
26/09/2016 11:18,849,1297,3272
26/09/2016 11:18,796,1297,3272
26/09/2016 11:18,783,1297,3272
26/09/2016 11:48,1362,1331,1332
26/09/2016 13:08,38,258,259
26/09/2016 12:43,432766,1410,1411
26/09/2016 12:43,204,1410,1411
26/09/2016 12:20,42,1887,4950
26/09/2016 12:54,84,280,280
26/09/2016 13:01,296,3415,3415
26/09/2016 13:01,260434,1653,1654
26/09/2016 13:01,357,1653,1654
26/09/2016 14:29,894,67,1246
26/09/2016 13:25,167,2131,2131
26/09/2016 14:32,37,1758,2133
26/09/2016 13:59,409,2041,2042
26/09/2016 13:59,434,2041,2042
26/09/2016 14:01,15,40,41
26/09/2016 14:11,17,1997,3599
26/09/2016 15:02,28,1558,1559
26/09/2016 15:02,333179,1558,1559
26/09/2016 15:02,421257,1558,1559
26/09/2016 15:47,178,30,11396
26/09/2016 15:49,1088,41,1922
26/09/2016 16:22,1999,901,902
26/09/2016 16:22,1984,901,902
26/09/2016 16:22,2185,2007,2008
26/09/2016 15:55,102,5648,5648
26/09/2016 15:55,379,5648,5648
26/09/2016 15:55,118,5648,5648
26/09/2016 15:55,80,5648,5648
26/09/2016 15:55,283,5648,5648
26/09/2016 15:55,104,5648,5648
26/09/2016 15:55,121,5648,5648
26/09/2016 15:55,33,5648,5648
26/09/2016 15:55,70,5648,5648
26/09/2016 15:55,423,5648,5648
26/09/2016 15:55,25,5648,5648
26/09/2016 15:44,30,150,8112
26/09/2016 15:44,1203,150,8112
26/09/2016 14:42,1615,23,23
26/09/2016 15:14,50,62,1761
26/09/2016 15:19,508082,1522,1547
26/09/2016 15:19,282,1522,1547
26/09/2016 16:38,1635,593,4962
26/09/2016 14:56,31,1021,14451
26/09/2016 15:01,33,1829,1829
29/09/2016 12:08,869,1791,1791
29/09/2016 12:08,62241,1791,1791
29/09/2016 11:05,92,4375,4375
29/09/2016 11:15,28,713,2065
29/09/2016 11:48,29,1268,7948
29/09/2016 11:52,107,1922,1923
29/09/2016 12:45,1550,552,552
29/09/2016 12:20,1193,2043,2043
29/09/2016 12:54,458,3736,3736
29/09/2016 12:24,1289,1194,1194
29/09/2016 13:22,272,1090,4712
29/09/2016 13:22,279,1090,4712
29/09/2016 13:22,2376,1090,4712
29/09/2016 13:06,126,1710,3479
29/09/2016 12:38,1680,1024,1024
29/09/2016 14:24,108,1771,1771
29/09/2016 13:55,52,3358,3359
29/09/2016 13:33,956,681,21119
29/09/2016 14:06,39,1247,1247
29/09/2016 13:51,55,1883,1883
29/09/2016 15:41,461,1749,1750
29/09/2016 15:09,177,1905,1906
29/09/2016 15:08,851,41,6863
29/09/2016 15:08,844,41,6863
29/09/2016 15:08,831,41,6863
29/09/2016 14:50,67,343,344
29/09/2016 14:57,174,85,10211
29/09/2016 14:59,186,637,7341
29/09/2016 15:34,454,520,13852
29/09/2016 15:07,57,1985,2072
29/09/2016 15:07,60,1985,2072
29/09/2016 17:03,2078,1052,1052
29/09/2016 17:03,877,1052,1052
29/09/2016 16:58,1857,870,871
29/09/2016 16:31,2422,824,1882
29/09/2016 16:33,1591,763,764
29/09/2016 16:08,2079,1379,3058
29/09/2016 16:14,1577,1134,1135
29/09/2016 16:44,2096,833,833
29/09/2016 16:46,1542,669,670
29/09/2016 17:36,343,212,212
29/09/2016 17:40,295,921,922
29/09/2016 17:13,1471,646,647
29/09/2016 17:13,1455,646,647
29/09/2016 17:22,1485,827,828
29/09/2016 17:24,26798907,541,542
29/09/2016 17:24,1541,541,542
29/09/2016 17:55,364,504,505
29/09/2016 18:02,276,69,4818
29/09/2016 17:33,268,816,816
29/09/2016 19:20,70,72,72
29/09/2016 18:32,818,74,3095
29/09/2016 18:40,1208,78,2651
26/09/2016 18:02,8,442,442
26/09/2016 17:09,2822,932,932
26/09/2016 17:44,3386,408,408
26/09/2016 17:50,8,468,468
26/09/2016 17:25,3154,1058,2105
26/09/2016 17:57,3167,699,700
26/09/2016 17:28,3808,1302,1660
26/09/2016 18:50,894,143,143
26/09/2016 18:53,2041,40,41
26/09/2016 18:27,3754,105,1801
26/09/2016 18:30,3426,50,1498
26/09/2016 18:37,1477,29,954
26/09/2016 18:41,2077,81,130
28/09/2016 10:19,332,102,103
28/09/2016 10:19,61998,102,103
28/09/2016 09:54,36,1663,1667
28/09/2016 09:58,16,3300,3301
28/09/2016 10:08,16,107,108
28/09/2016 10:14,64,44,12363
28/09/2016 11:34,52,1883,2516
28/09/2016 11:36,45,1670,4772
28/09/2016 11:03,136,4812,4813
28/09/2016 10:38,76,5283,11114
28/09/2016 11:13,25,1218,1219
28/09/2016 11:13,43,1218,1219
28/09/2016 10:56,129,2695,2755
28/09/2016 12:55,178,82,82
28/09/2016 12:56,287,1460,2617
28/09/2016 12:56,84607,1460,2617
28/09/2016 12:23,249,816,4570
28/09/2016 12:03,136,3014,3014
28/09/2016 14:02,64,3404,3405
28/09/2016 13:08,640,500,501
28/09/2016 13:54,75332,3319,6289
28/09/2016 13:54,3793,3319,6289
28/09/2016 13:54,14,3319,6289
28/09/2016 13:54,1054,3319,6289
28/09/2016 13:54,6,3319,6289
28/09/2016 13:54,47,3319,6289
28/09/2016 13:54,9,3319,6289
28/09/2016 13:54,75270,3319,6289
28/09/2016 13:55,841,615,2781
28/09/2016 15:14,229,89,90
28/09/2016 15:14,240,89,90
28/09/2016 15:01,1639,1306,2317
28/09/2016 15:01,31,1306,2317
28/09/2016 14:38,170,996,996
28/09/2016 16:00,25,5064,5065
28/09/2016 16:00,60,5064,5065
28/09/2016 16:00,14,5064,5065
28/09/2016 16:00,36,5064,5065
28/09/2016 16:00,403,5064,5065
28/09/2016 16:00,791,5064,5065
28/09/2016 16:00,357,5064,5065
28/09/2016 16:00,170696,5064,5065
28/09/2016 16:00,24,5064,5065
28/09/2016 15:32,47,814,814
28/09/2016 16:10,71,151,199
28/09/2016 15:42,23,338,1400
28/09/2016 16:12,31,428,3209
28/09/2016 16:12,444920,428,3209
28/09/2016 16:12,23,428,3209
28/09/2016 16:23,146,1271,1279
27/09/2016 10:05,76512,1377,1377
27/09/2016 10:05,671,1377,1377
27/09/2016 09:55,290,644,644
27/09/2016 09:55,391,1230,4760
28/09/2016 17:41,80,334,56648
27/09/2016 10:02,540,2946,5966
27/09/2016 10:02,57,2946,5966
27/09/2016 10:02,41,2946,5966
27/09/2016 10:01,581,382,5513
27/09/2016 10:01,62664,382,5513
28/09/2016 16:48,118,1372,1373
28/09/2016 17:25,96,2187,2187
28/09/2016 17:25,61,237,237
27/09/2016 11:06,583,1566,1567
27/09/2016 11:06,555,1566,1567
28/09/2016 18:53,1682,299,300
28/09/2016 18:24,1466,53,2199
28/09/2016 17:58,36,1018,3717
27/09/2016 10:12,29,644,644
27/09/2016 10:14,136,201,3410
27/09/2016 10:14,515936,201,3410
27/09/2016 10:14,430610,201,3410
27/09/2016 10:48,79,1051,1051
27/09/2016 10:21,427,70,3271
27/09/2016 10:52,103,2135,2135
27/09/2016 10:55,248,2141,2972
27/09/2016 10:55,75,2141,2972
27/09/2016 10:28,215,289,289
27/09/2016 12:26,394,849,24702
27/09/2016 12:28,379,1152,5185
27/09/2016 11:51,795,424,2073
27/09/2016 11:51,772,424,2073
27/09/2016 11:53,5793,2071,2071
27/09/2016 11:53,5837,2071,2071
27/09/2016 11:53,215,2071,2071
27/09/2016 11:24,72,412,413
27/09/2016 11:28,1313,471,472
27/09/2016 11:28,11911347,471,472
27/09/2016 12:00,611,29,30
27/09/2016 12:01,459,1363,1364
27/09/2016 11:36,1177,69,70
27/09/2016 12:06,722,793,794
27/09/2016 11:37,935,716,716
27/09/2016 11:38,725,1381,1382
27/09/2016 13:07,409,2958,7063
27/09/2016 12:41,749,1465,8602
27/09/2016 13:14,842,419,419
27/09/2016 12:52,1045,466,467
27/09/2016 13:00,49,690,827
27/09/2016 13:00,472,690,827
27/09/2016 13:00,78,690,827
27/09/2016 13:00,31,690,827
27/09/2016 14:58,1302,3671,6441
27/09/2016 14:58,2318,3671,6441
27/09/2016 14:58,1295,3671,6441
27/09/2016 14:58,58,3671,6441
27/09/2016 14:58,605,3671,6441
27/09/2016 14:58,4092,3671,6441
27/09/2016 14:58,717,3671,6441
27/09/2016 14:58,775,3671,6441
27/09/2016 14:58,699,3671,6441
27/09/2016 14:17,1529,2192,2193
27/09/2016 14:22,1514,744,745
27/09/2016 13:55,762,960,961
27/09/2016 13:56,3122,117,4237
27/09/2016 13:56,3120,117,4237
27/09/2016 13:58,707,1797,1797
27/09/2016 13:58,705,1797,1797
27/09/2016 13:59,829,1004,1005
27/09/2016 13:59,826,1004,1005
27/09/2016 14:30,1753,745,745
27/09/2016 14:36,1872,1406,1406
27/09/2016 14:44,1050,1141,1141
27/09/2016 15:59,555,669,670
27/09/2016 15:32,707,2268,2278
27/09/2016 15:32,1298,2268,2278
27/09/2016 15:32,1631,2268,2278
27/09/2016 15:03,600,735,735
27/09/2016 16:10,353,1771,1772
27/09/2016 15:15,82332,2017,2018
27/09/2016 15:15,1119,2017,2018
27/09/2016 15:15,1319,2383,14552
27/09/2016 16:10,8,160,161
27/09/2016 15:52,229,387,388
27/09/2016 15:24,1382,444,445
27/09/2016 15:57,927,1122,1123
27/09/2016 15:57,7780,6889,6890
27/09/2016 15:57,20,6889,6890
27/09/2016 15:57,50,6889,6890
27/09/2016 15:57,13,6889,6890
27/09/2016 15:57,32,6889,6890
27/09/2016 17:17,2020,624,625
27/09/2016 17:17,22,624,625
27/09/2016 16:51,24221,771,8806
27/09/2016 16:51,252,771,8806
27/09/2016 16:22,812,1673,1673
27/09/2016 17:08,805,510,510
27/09/2016 16:41,1246,1593,1594
27/09/2016 18:25,1908,1172,3048
27/09/2016 18:25,93,1172,3048
27/09/2016 18:25,1823,1172,3048
27/09/2016 17:28,1826,784,784
27/09/2016 18:01,2059,649,649
27/09/2016 17:41,2471,339,340
27/09/2016 17:47,2646,905,905
27/09/2016 19:11,5535,192,193
27/09/2016 19:11,5524,192,193
27/09/2016 19:11,5444,192,193
27/09/2016 19:11,5508,192,193
27/09/2016 18:44,5294,513,514
27/09/2016 19:16,5972,44,45
27/09/2016 18:53,4896,1029,1030
30/09/2016 10:05,521,2930,2931
30/09/2016 11:15,196,1242,1243
30/09/2016 11:15,37,2484,5958
30/09/2016 10:13,12,163,164
30/09/2016 10:43,2882,552,1538
30/09/2016 10:16,94,2020,2043
30/09/2016 10:16,1267,331,332
30/09/2016 10:53,1660,83,83
30/09/2016 10:53,326152,83,83
30/09/2016 10:55,241463,1089,1090
30/09/2016 10:55,73,1089,1090
30/09/2016 11:07,774,252,372
30/09/2016 12:30,105,1415,1415
30/09/2016 11:56,122,2099,3592
30/09/2016 12:13,158,2543,2543
30/09/2016 11:43,110,994,994
30/09/2016 11:50,101,1316,1316
30/09/2016 14:20,209,746,746
06/10/2016 11:24,64,746,747
04/10/2016 13:45,1641,162,10336
04/10/2016 13:46,1896,775,776
04/10/2016 13:56,2125,157,3149
04/10/2016 13:56,3170,7280,7280
04/10/2016 13:56,77578,7280,7280
04/10/2016 13:56,307,7280,7280
04/10/2016 13:59,2207,2925,2925
04/10/2016 14:00,1793,1148,1148
04/10/2016 14:04,1398,1686,10294
04/10/2016 14:04,1389,1686,10294
04/10/2016 14:04,1395,1686,10294
04/10/2016 15:25,182,1857,1857
04/10/2016 15:31,471,1091,1092
04/10/2016 14:55,344,670,7832
04/10/2016 14:55,300,670,7832
04/10/2016 14:55,331,670,7832
04/10/2016 14:55,523,670,7832
04/10/2016 14:55,318,670,7832
04/10/2016 14:55,307,670,7832
04/10/2016 14:55,362,670,7832
04/10/2016 14:55,292,670,7832
04/10/2016 15:00,398,3327,3327
04/10/2016 14:33,1533,660,660
04/10/2016 15:04,115,538,13979
04/10/2016 14:49,28,323,324
04/10/2016 15:20,23,664,5257
04/10/2016 16:34,94,780,781
04/10/2016 15:38,279,496,1202
04/10/2016 15:38,613,496,1202
04/10/2016 16:12,225,3392,7556
04/10/2016 16:12,352,8897,9650
04/10/2016 15:52,56,145,3320
04/10/2016 15:52,61,145,3320
04/10/2016 16:27,48,179,8981
04/10/2016 15:59,40,7870,8303
04/10/2016 15:59,568,7870,8303
04/10/2016 15:59,57,7870,8303
04/10/2016 15:59,18,7870,8303
04/10/2016 15:59,550,7870,8303
04/10/2016 15:59,510,7870,8303
04/10/2016 15:59,49,7870,8303
04/10/2016 16:00,177,3633,4363
04/10/2016 16:30,128,2672,2672
04/10/2016 16:03,227,1344,1345
04/10/2016 17:48,704,774,4044
04/10/2016 17:48,85,774,4044
04/10/2016 17:48,580,774,4044
04/10/2016 17:48,442813,774,4044
04/10/2016 17:48,567,774,4044
03/10/2016 10:04,510,91,92
04/10/2016 17:27,1185,643,643
04/10/2016 17:01,36,442,1577
04/10/2016 17:36,1569,2367,2368
03/10/2016 09:57,355,2833,2833
03/10/2016 11:24,1512,5223,5224
03/10/2016 11:26,1543,82,3916
06/10/2016 10:54,7,188,11275
03/10/2016 10:23,89,1789,1790
03/10/2016 10:54,95,1760,1761
03/10/2016 10:54,85,1760,1761
03/10/2016 10:55,66,503,504
04/10/2016 18:17,1349,107,107
03/10/2016 11:04,438,2160,2166
03/10/2016 10:36,99,2853,2854
03/10/2016 12:28,709,1003,1789
03/10/2016 11:59,1064,60,1941
03/10/2016 11:28,1351,697,698
03/10/2016 12:00,1021,1289,1289
03/10/2016 12:02,996,1050,3154
03/10/2016 11:41,1937,982,982
03/10/2016 11:41,908,982,982
03/10/2016 11:41,1561,794,1288
03/10/2016 11:41,337706,794,1288
03/10/2016 12:16,1419,883,2498
03/10/2016 12:16,12698431,883,2498
03/10/2016 12:16,1433,883,2498
03/10/2016 11:53,1956,460,460
03/10/2016 12:23,1361,284,285
03/10/2016 13:42,125,1209,1210
03/10/2016 13:44,344,484,19330
03/10/2016 13:54,89,1996,1997
03/10/2016 13:52,352698,3370,3370
03/10/2016 13:52,61,3370,3370
03/10/2016 12:46,36,392,417
03/10/2016 13:18,81,294,5521
03/10/2016 12:51,425,2700,2700
03/10/2016 12:54,234,1159,2810
03/10/2016 13:24,337,163,5126
03/10/2016 13:27,1828,53,4923
03/10/2016 13:29,76,413,4857
03/10/2016 13:32,704,258,258
03/10/2016 13:05,508,1980,1980
03/10/2016 14:55,32,700,701
03/10/2016 13:56,147,1849,2927
03/10/2016 14:03,447,1913,1913
03/10/2016 14:48,1665,1148,2622
03/10/2016 14:19,257486,1008,1009
03/10/2016 14:19,233,1008,1009
03/10/2016 16:13,41,627,627
03/10/2016 15:12,96,2028,14067
03/10/2016 15:12,251674,2028,14067
03/10/2016 15:12,103,2028,14067
03/10/2016 15:16,8,206,207
03/10/2016 15:46,94,724,725
03/10/2016 15:18,34,21,13677
03/10/2016 15:18,19,21,13677
03/10/2016 15:54,54,1684,1702
03/10/2016 15:26,10,7649,7747
03/10/2016 15:26,13,7649,7747
03/10/2016 15:26,51,7649,7747
03/10/2016 15:26,118,7649,7747
03/10/2016 15:26,10,7649,7747
03/10/2016 15:26,120,7649,7747
03/10/2016 15:26,2266,7649,7747
03/10/2016 15:26,32,7649,7747
03/10/2016 15:26,61,7649,7747
03/10/2016 15:26,31,7649,7747
03/10/2016 15:28,32,0,NULL
03/10/2016 16:23,683,1083,1083
03/10/2016 16:25,556,1766,1766
03/10/2016 16:25,12629595,1766,1766
03/10/2016 16:55,1830,2580,4373
03/10/2016 16:42,951417,645,645
03/10/2016 16:42,1460,645,645
03/10/2016 18:06,25241,92,3481
03/10/2016 18:06,2003,92,3481
03/10/2016 17:37,4321,1757,1758
03/10/2016 17:57,2311,608,3940
03/10/2016 18:59,2337,98,431
03/10/2016 18:59,2259,98,431
03/10/2016 18:59,2276,98,431
06/10/2016 11:02,85,533,533
06/10/2016 10:17,54,752,753
06/10/2016 11:06,22,128,128
06/10/2016 10:38,29,242,242
05/10/2016 10:56,43,103,4975
05/10/2016 10:56,33,103,4975
05/10/2016 10:56,61,103,4975
05/10/2016 10:56,5,103,4975
05/10/2016 10:56,16,103,4975
05/10/2016 09:59,250,2109,5101
05/10/2016 09:59,237,2109,5101
05/10/2016 10:02,372,552,553
05/10/2016 10:02,1058,1304,3478
05/10/2016 11:06,146,3030,3030
05/10/2016 10:12,918,2358,7082
05/10/2016 10:49,37,3418,4790
05/10/2016 10:21,1301,496,2056
05/10/2016 12:07,1033,59,59
06/10/2016 09:57,71,919,920
05/10/2016 12:12,256,1292,3816
05/10/2016 12:15,796,57,57
05/10/2016 11:15,267,553,595
06/10/2016 11:10,33,557,5671
05/10/2016 11:56,172,640,7597
05/10/2016 11:27,70,1176,9328
05/10/2016 11:27,29,1176,9328
05/10/2016 11:58,360,1925,1926
05/10/2016 11:29,99,61,61
05/10/2016 12:03,197,498,510
05/10/2016 11:34,14,63,8939
05/10/2016 13:27,532,111,1202
05/10/2016 13:27,837,88,1109
05/10/2016 12:54,928,480,481
05/10/2016 12:31,738,970,5498
05/10/2016 13:03,554,416,3604
05/10/2016 13:03,533,416,3604
05/10/2016 12:34,917,1671,2490
05/10/2016 13:13,457,2733,9834
05/10/2016 12:48,1008,1841,4483
05/10/2016 14:37,504856,4729,9688
05/10/2016 14:37,1504,4729,9688
05/10/2016 14:37,514474,4729,9688
05/10/2016 14:37,681263,4729,9688
06/10/2016 10:42,52,1747,3430
06/10/2016 10:42,164396,1747,3430
05/10/2016 14:16,1697,887,1745
05/10/2016 14:46,1749,2157,9643
05/10/2016 13:56,2258,155,155
05/10/2016 14:27,1882,38,38
05/10/2016 14:28,1654,581,5326
05/10/2016 14:29,1185,741,10656
05/10/2016 14:29,604374,741,10656
05/10/2016 15:49,1550,541,6528
05/10/2016 15:23,481,332,7418
05/10/2016 15:58,643,1753,1753
05/10/2016 14:58,1991,1001,9597
05/10/2016 15:58,420,3668,3669
05/10/2016 15:16,1678,739,8508
05/10/2016 17:00,416,2248,2249
05/10/2016 17:08,837,754,2502
05/10/2016 16:02,613,4767,4768
05/10/2016 16:02,381,4767,4768
05/10/2016 16:02,111,4767,4768
05/10/2016 16:02,113,4767,4768
05/10/2016 16:02,148,4767,4768
05/10/2016 16:02,683,4767,4768
05/10/2016 16:13,1251,1989,4109
05/10/2016 16:13,1238,1989,4109
05/10/2016 16:46,1189,2097,2097
06/10/2016 10:45,28,604,605
05/10/2016 16:28,700,2373,2373
05/10/2016 17:19,1396,618,618
06/10/2016 11:16,93,426,426
06/10/2016 11:16,75,426,426
04/10/2016 10:08,268,671,672
04/10/2016 10:11,32,2425,2426
05/10/2016 17:30,456,1549,1550
04/10/2016 10:19,118,85,2339
04/10/2016 10:20,108,50,1769
04/10/2016 09:51,58,5156,6830
04/10/2016 10:21,165,1526,1527
05/10/2016 17:42,10,2913,4675
05/10/2016 17:42,296,2913,4675
05/10/2016 17:42,459,2913,4675
05/10/2016 17:42,151,2913,4675
05/10/2016 17:42,452,2913,4675
05/10/2016 17:42,272,2913,4675
05/10/2016 19:00,2690,63,64
04/10/2016 10:48,29,85,21007
04/10/2016 10:48,38,85,21007
04/10/2016 11:18,63,2874,5682
04/10/2016 10:49,16,992,992
04/10/2016 10:54,907,135,136
04/10/2016 10:58,27196761,181,21413
04/10/2016 10:58,16,181,21413
04/10/2016 10:58,942,181,21413
04/10/2016 11:02,58,927,2133
04/10/2016 11:01,25825083,1129,2703
04/10/2016 11:01,61,1129,2703
04/10/2016 11:07,133,948,949
05/10/2016 18:54,4567,127,128
04/10/2016 11:40,64,4019,4057
05/10/2016 18:56,2861,137,137
04/10/2016 12:57,29,12,6708
04/10/2016 12:57,6,12,6708
04/10/2016 13:00,35,1268,1268
04/10/2016 12:26,31,770,771
04/10/2016 12:05,383,2586,17425
06/10/2016 12:35,1089,583,583
06/10/2016 12:03,109,1255,1256
06/10/2016 12:03,119,1255,1256
06/10/2016 11:33,1379,148,149
06/10/2016 11:37,26,1951,8724
06/10/2016 12:10,148,1464,1465
06/10/2016 11:43,59,543,543
06/10/2016 11:53,151,1675,1675
06/10/2016 12:23,390,1382,1382
06/10/2016 12:25,724,1872,1872
06/10/2016 13:55,255,1059,1060
06/10/2016 12:48,1512,349,350
06/10/2016 12:48,1497,444,444
06/10/2016 13:19,20,882,882
06/10/2016 12:55,1277,731,732
06/10/2016 12:56,1666,2693,2694
06/10/2016 13:01,334,2107,4280
06/10/2016 13:36,944,987,8585
06/10/2016 13:58,150,1429,1430
06/10/2016 13:08,238,646,647
06/10/2016 15:01,166,2493,2493
06/10/2016 15:01,101,2316,3700
06/10/2016 15:01,110,2316,3700
06/10/2016 15:09,578,370,371
06/10/2016 14:02,2060,191,191
06/10/2016 14:45,96,1511,2643
06/10/2016 14:15,275,2198,6258
06/10/2016 14:53,96,226,8091
06/10/2016 14:54,44,1228,3678
06/10/2016 14:28,19,447,447
06/10/2016 16:14,1033,1076,1076
06/10/2016 15:44,966,703,704
06/10/2016 16:24,880,1145,1146
06/10/2016 15:16,768,721,722
06/10/2016 15:56,766,1674,1675
06/10/2016 15:27,1390,18,1843
06/10/2016 15:27,1152,924,2785
06/10/2016 15:58,260,896,2931
06/10/2016 15:40,1433,943,943
06/10/2016 17:26,13,320,321
06/10/2016 17:36,77,885,885
06/10/2016 17:00,66,338,338
06/10/2016 16:36,346,636,636
06/10/2016 16:36,942,3,661
06/10/2016 16:43,242,542,544
06/10/2016 16:48,460,114,3897
06/10/2016 17:21,43,1837,1838
06/10/2016 18:10,474,830,3934
06/10/2016 18:10,103,830,3934
06/10/2016 18:10,443,830,3934
06/10/2016 18:17,1466,124,2702
15/09/2016 10:19,191,668,4697
15/09/2016 10:19,167,668,4697
15/09/2016 10:20,113,1106,1107
15/09/2016 10:20,83,1106,1107
15/09/2016 10:08,903,529,5362
15/09/2016 11:05,176,731,2059
15/09/2016 11:16,466,119,2200
15/09/2016 11:16,604,119,2200
15/09/2016 11:16,433,119,2200
15/09/2016 11:16,645,119,2200
15/09/2016 11:16,517,119,2200
15/09/2016 11:16,629,119,2200
15/09/2016 11:16,496,119,2200
15/09/2016 11:16,586,119,2200
15/09/2016 11:53,74,1875,8532
15/09/2016 11:58,43,3526,15569
15/09/2016 12:53,400,6918,NULL
15/09/2016 15:18,918,3495,3496
15/09/2016 15:18,933,3495,3496
15/09/2016 15:18,907,3495,3496
15/09/2016 14:56,178,3984,3984
15/09/2016 14:56,233,3984,3984
15/09/2016 15:01,81,1204,32605
14/09/2016 10:24,765,1243,1243
14/09/2016 10:12,23,384,385
14/09/2016 10:59,187,5521,15202
14/09/2016 12:33,22,307,3566
14/09/2016 12:33,136,307,3566
14/09/2016 12:33,51,307,3566
14/09/2016 12:33,94,307,3566
14/09/2016 12:06,283,2554,2555
14/09/2016 13:33,41,4478,5982
14/09/2016 13:07,622,2576,2576
14/09/2016 14:48,1472,166,1435
14/09/2016 14:48,1514,166,1435
14/09/2016 14:58,35,813,1005
14/09/2016 14:58,12,813,1005
